name;line_id;station_id;Geo Shape;type;num_docks_available;is_installed;date_installed;price;price_navigo;web;project_owner;zdcld;zdcname;insee_code;municipality;x_long;y_lat;Geo Point;Column 45
MONTSOULT-MAFFLIERS;TRAIN H;1066;"{""coordinates"": [2.322781, 49.066463], ""type"": ""Point""}";consigne;10;true;2024;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;67000;Montsoult - Maffliers;95430;Montsoult;2.322781;49.066463;49.066463, 2.322781;
MORET-VENEUX-LES-SABLONS;TRAIN R;180;"{""coordinates"": [2.7998, 48.378], ""type"": ""Point""}";consigne;40;true;2018;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;61410;Moret - Veneux-les-Sablons;77316;Moret-Loing-et-Orvanne;2.7998;48.378;48.378, 2.7998;
MORET-VENEUX-LES-SABLONS;TRAIN R;1360;"{""coordinates"": [2.799894, 48.378141], ""type"": ""Point""}";abri;20;true;2024;;NC;NC;SNCF;61410;Moret - Veneux-les-Sablons;77316;Moret-Loing-et-Orvanne;2.799894;48.378141;48.378141, 2.799894;
NANTERRE-UNIVERSITE;RER A,TRAIN L;124;"{""coordinates"": [2.212152065, 48.90140816], ""type"": ""Point""}";consigne;100;true;2016;20 €;20 €;https://www.nanterre.fr/annuaire/450/144-annuaire.htm;Nanterre;70956;Nanterre Université;92050;Nanterre;2.212152065;48.90140816;48.90140816, 2.212152065;
NEZEL-AULNAY;TRAIN N;577;"{""coordinates"": [1.8407367, 48.9388424], ""type"": ""Point""}";abri;12;true;2022;;NC;NC;CU Grand Paris Seine et Oise;64945;Nézel - Aulnay;78451;Nézel;1.8407367;48.9388424;48.9388424, 1.8407367;
NOGENT-LE-PERREUX;RER E;163;"{""coordinates"": [2.4939, 48.8385], ""type"": ""Point""}";consigne;40;true;2018;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;71609;Nogent - Le Perreux;94052;Nogent-sur-Marne;2.4939;48.8385;48.8385, 2.4939;
NOGENT-LE-PERREUX;RER E;164;"{""coordinates"": [2.493928519, 48.83850443], ""type"": ""Point""}";abri;28;true;2018;;NC;NC;Département - Val-de-Marne;71609;Nogent - Le Perreux;94052;Nogent-sur-Marne;2.493928519;48.83850443;48.83850443, 2.493928519;
NOINTEL-MOURS;TRAIN H;801;"{""coordinates"": [2.281152, 49.132469], ""type"": ""Point""}";abri;20;true;2022;;NC;NC;SNCF;67227;Nointel - Mours;95452;Nointel;2.281152;49.132469;49.132469, 2.281152;
NOINTEL-MOURS;TRAIN H;802;"{""coordinates"": [2.281203, 49.132467], ""type"": ""Point""}";consigne;20;true;2022;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;67227;Nointel - Mours;95452;Nointel;2.281203;49.132467;49.132467, 2.281203;
NOTRE DAME DES ANGES;TRAM 4;412;"{""coordinates"": [2.556937, 48.900177], ""type"": ""Point""}";abri;10;true - non labellisé;2021;;NC;NC;IDFM;477285;Notre-Dame des Anges;93047;Montfermeil;2.556937;48.900177;48.900177, 2.556937;
NOTRE DAME DES ANGES;TRAM 4;1006;"{""coordinates"": [2.556082, 48.900153], ""type"": ""Point""}";abri;12;true - non labellisé;2021;;NC;NC;IDFM;477285;Notre-Dame des Anges;93047;Montfermeil;2.556082;48.900153;48.900153, 2.556082;
NOTRE DAME DES ANGES;TRAM 4;1008;"{""coordinates"": [2.556529, 48.9006], ""type"": ""Point""}";abri;10;true - non labellisé;2021;;NC;NC;IDFM;477285;Notre-Dame des Anges;93047;Montfermeil;2.556529;48.9006;48.9006, 2.556529;
SAINT-QUENTIN-EN-YVELINES;RER C,TRAIN N,TRAIN U;141;"{""coordinates"": [2.043510731, 48.7872541], ""type"": ""Point""}";consigne;30;true;2017;30 €;0 €;https://idf-mobilites.fr/sqy-parking-velos;IDFM;63812;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;78423;Montigny-le-Bretonneux;2.043510731;48.7872541;48.7872541, 2.043510731;
PALAISEAU - VILLEBON;RER B;726;"{""coordinates"": [2.237401, 48.7086918], ""type"": ""Point""}";abri;48;true;2024;;NC;NC;RATP;63067;Palaiseau - Villebon;91477;Palaiseau;2.237401;48.7086918;48.7086918, 2.237401;
PALAISEAU - VILLEBON;RER B;700;"{""coordinates"": [2.237233, 48.70749], ""type"": ""Point""}";consigne;36;true;2024;30 €;0 €;https://ratp.parkings-velos.iledefrance-mobilites.fr/;RATP;63067;Palaiseau - Villebon;91477;Palaiseau;2.237233;48.70749;48.70749, 2.237233;
PANTIN;RER E,TRAM 3B;1397;"{""coordinates"": [2.399736, 48.897624], ""type"": ""Point""}";abri;40;true;2024;;NC;NC;SNCF;72421;Pantin;93055;Pantin;2.399736;48.897624;48.897624, 2.399736;
PARC DE SCEAUX;RER B;1025;"{""coordinates"": [2.31010623, 48.77086743], ""type"": ""Point""}";abri;12;true;2024;;NC;NC;RATP;69906;Parc de Sceaux;92071;Sceaux;2.31010623;48.77086743;48.77086743, 2.31010623;
PARIS GARE DE L'EST;METRO 4,METRO 5,METRO 7,TRAIN P;978;"{""coordinates"": [2.358699, 48.876246], ""type"": ""Point""}";abri;20;true;2024;;NC;NC;SNCF;71359;Gare de l'Est;75110;Paris 10e Arrondissement;2.358699;48.876246;48.876246, 2.358699;
PARIS GARE SAINT-LAZARE;METRO 3,METRO 12,METRO 13,METRO 14,RER E,TRAIN L,TRAIN J;213;"{""coordinates"": [2.3231, 48.8773], ""type"": ""Point""}";consigne;39;true;2019;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;71370;Gare Saint-Lazare;75108;Paris 8e Arrondissement;2.3231;48.8773;48.8773, 2.3231;
PARIS GARE SAINT-LAZARE;METRO 3,METRO 12,METRO 13,METRO 14,RER E,TRAIN L,TRAIN J;980;"{""coordinates"": [2.3267526, 48.8771957], ""type"": ""Point""}";consigne;296;true;2024;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;71370;Gare Saint-Lazare;75108;Paris 8e Arrondissement;2.3267526;48.8771957;48.8771957, 2.3267526;
PETIT VAUX;TRAM 12;905;"{""coordinates"": [2.331423, 48.702255], ""type"": ""Point""}";consigne;10;true;2024;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;60985;Petit Vaux;91216;Épinay-sur-Orge;2.331423;48.702255;48.702255, 2.331423;
PIERRELAYE;RER C,TRAIN H;131;"{""coordinates"": [2.154, 49.0194], ""type"": ""Point""}";consigne;20;true;2017;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;66491;Pierrelaye;95488;Pierrelaye;2.154;49.0194;49.0194, 2.154;
SAINT-QUENTIN-EN-YVELINES;RER C,TRAIN N,TRAIN U;640;"{""coordinates"": [2.044531966, 48.78660314], ""type"": ""Point""}";abri;24;true;2017;;NC;https://idf-mobilites.fr/sqy-parking-velos;IDFM;63812;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;78423;Montigny-le-Bretonneux;2.044531966;48.78660314;48.78660314, 2.044531966;
REPUBLIQUE - MARX DORMOY;TRAM 4;437;"{""coordinates"": [2.523217, 48.906187], ""type"": ""Point""}";abri;6;true - non labellisé;2021;;NC;NC;IDFM;73354;République - Marx Dormoy;93046;Livry-Gargan;2.523217;48.906187;48.906187, 2.523217;
SAINT-CLOUD;TRAIN L,TRAIN U;574;"{""coordinates"": [2.217621148, 48.84610299], ""type"": ""Point""}";consigne;40;true;2020;30 €;0 €;https://idf-mobilites.fr/saintcloud-parking-velos;Saint-Cloud;73749;Saint-Cloud;92064;Saint-Cloud;2.217621148;48.84610299;48.84610299, 2.217621148;
SAINTE-COLOMBE SEPTVEILLES;TRAIN P;1139;"{""coordinates"": [3.256192, 48.529838], ""type"": ""Point""}";abri;10;true;2023;;NC;NC;SNCF;61961;Sainte-Colombe Septveilles;77404;Sainte-Colombe;3.256192;48.529838;48.529838, 3.256192;
SAINTE-GENEVIEVE-DES-BOIS;RER C;40;"{""coordinates"": [2.3146, 48.6535], ""type"": ""Point""}";consigne;40;true;2016;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;60785;Sainte-Geneviève-des-Bois;91549;Sainte-Geneviève-des-Bois;2.3146;48.6535;48.6535, 2.3146;
SAINT-LEU-LA-FORET;TRAIN H;138;"{""coordinates"": [2.243, 49.0157], ""type"": ""Point""}";consigne;40;true;2017;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;66452;Saint-Leu-la-Forêt;95563;Saint-Leu-la-Forêt;2.243;49.0157;49.0157, 2.243;
SAINT-LEU-LA-FORET;TRAIN H;1075;"{""coordinates"": [2.243158, 49.015261], ""type"": ""Point""}";abri;56;true;2024;;NC;NC;SNCF;66452;Saint-Leu-la-Forêt;95563;Saint-Leu-la-Forêt;2.243158;49.015261;49.015261, 2.243158;
SAINT-MICHEL-SUR-ORGE;RER C;237;"{""coordinates"": [2.3066, 48.6352], ""type"": ""Point""}";consigne;20;true;2019;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;60536;Saint-Michel-sur-Orge;91570;Saint-Michel-sur-Orge;2.3066;48.6352;48.6352, 2.3066;
SAINT-OUEN-L'AUMONE-LIESSE;RER C,TRAIN H;41;"{""coordinates"": [2.128471204, 49.0334192], ""type"": ""Point""}";consigne;32;true;2012;30 €;30 €;https://portail.cykleo.fr/veligo_cergypontoise;CA - Cergy Pontoise;66659;Saint-Ouen-l'Aumône Liesse;95572;Saint-Ouen-l'Aumône;2.128471204;49.0334192;49.0334192, 2.128471204;
SAINT-QUENTIN-EN-YVELINES;RER C,TRAIN N,TRAIN U;1301;"{""coordinates"": [2.044794654, 48.78646107], ""type"": ""Point""}";abri;6;true;2017;;NC;https://idf-mobilites.fr/sqy-parking-velos;IDFM;63812;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;78423;Montigny-le-Bretonneux;2.044794654;48.78646107;48.78646107, 2.044794654;
SAINT-QUENTIN-EN-YVELINES;RER C,TRAIN N,TRAIN U;1298;"{""coordinates"": [2.045353, 48.786005], ""type"": ""Point""}";abri;14;true;2017;;NC;https://idf-mobilites.fr/sqy-parking-velos;IDFM;63812;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;78423;Montigny-le-Bretonneux;2.045353;48.786005;48.786005, 2.045353;
PONT DE BEZONS;TRAM 2;635;"{""coordinates"": [2.218032029, 48.92308198], ""type"": ""Point""}";consigne;48;true;2020;30 €;0 €;https://idf-mobilites.fr/argbds-parking-velos;IDFM;64758;Pont de Bezons;95063;Bezons;2.218032029;48.92308198;48.92308198, 2.218032029;
SARTROUVILLE;RER A,TRAIN L;44;"{""coordinates"": [2.158, 48.9374], ""type"": ""Point""}";consigne;88;true;2012;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;64918;Sartrouville;78586;Sartrouville;2.158;48.9374;48.9374, 2.158;
SAVIGNY-LE-TEMPLE-NANDY;RER D;1383;"{""coordinates"": [2.584702, 48.59557], ""type"": ""Point""}";abri;12;true;2024;;NC;NC;SNCF;62290;Savigny-le-Temple - Nandy;77445;Savigny-le-Temple;2.584702;48.59557;48.59557, 2.584702;
SEVRES - VILLES-D'AVRAY;TRAIN L,TRAIN U;606;"{""coordinates"": [2.2005, 48.8272], ""type"": ""Point""}";consigne;20;true;2021;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;70686;Sèvres - Ville-d'Avray;92072;Sèvres;2.2005;48.8272;48.8272, 2.2005;
STADE DE FRANCE-SAINT-DENIS;RER D;241;"{""coordinates"": [2.3514, 48.9177], ""type"": ""Point""}";consigne;20;true;2020;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;72206;Stade de France Saint-Denis;93066;Saint-Denis;2.3514;48.9177;48.9177, 2.3514;
SURESNES MONT VALERIEN;TRAIN L,TRAIN U;258;"{""coordinates"": [2.221116955, 48.87147704], ""type"": ""Point""}";consigne;20;true;2021;20 €;20 €;https://portail.cykleo.fr/veligo_suresnes/presentation;Suresnes;70829;Suresnes Mont Valérien;92073;Suresnes;2.221116955;48.87147704;48.87147704, 2.221116955;
THIAIS-ORLY (PONT DE RUNGIS);METRO 14;1103;"{""coordinates"": [2.3732234, 48.7475924], ""type"": ""Point""}";abri;64;true;2024;;NC;NC;RATP;0;NC;94073;Thiais;2.3732234;48.7475924;48.7475924, 2.3732234;
THUN-LE-PARADIS;TRAIN J;576;"{""coordinates"": [1.9197381, 49.0069782], ""type"": ""Point""}";abri;12;true;2022;;NC;NC;CU Grand Paris Seine et Oise;66334;Thun le Paradis;78401;Meulan-en-Yvelines;1.9197381;49.0069782;49.0069782, 1.9197381;
TRIEL-SUR-SEINE;TRAIN J;64;"{""coordinates"": [2.005166936, 48.98210187], ""type"": ""Point""}";abri;10;true;2015;;NC;NC;CU Grand Paris Seine et Oise;463843;Triel-sur-Seine;78624;Triel-sur-Seine;2.005166936;48.98210187;48.98210187, 2.005166936;
VAL DE FONTENAY;RER A,RER E;993;"{""coordinates"": [2.490554721, 48.85559414], ""type"": ""Point""}";abri;52;true;2024;;NC;NC;RATP;71718;Val de Fontenay;94033;Fontenay-sous-Bois;2.490554721;48.85559414;48.85559414, 2.490554721;
VAL DE FONTENAY;RER A,RER E;994;"{""coordinates"": [2.490356, 48.85433], ""type"": ""Point""}";abri;110;true;2024;;NC;NC;RATP;71718;Val de Fontenay;94033;Fontenay-sous-Bois;2.490356;48.85433;48.85433, 2.490356;
VILLENEUVE-LE-ROI;RER C;911;"{""coordinates"": [2.425948, 48.740112], ""type"": ""Point""}";consigne;40;true;2024;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;69625;Villeneuve-le-Roi;94077;Villeneuve-le-Roi;2.425948;48.740112;48.740112, 2.425948;
VILLENEUVE-LE-ROI;RER C;913;"{""coordinates"": [2.426197, 48.739721], ""type"": ""Point""}";abri;24;true;2024;;NC;NC;SNCF;69625;Villeneuve-le-Roi;94077;Villeneuve-le-Roi;2.426197;48.739721;48.739721, 2.426197;
VILLENEUVE-TRIAGE;RER D;54;"{""coordinates"": [2.438044634, 48.7454037], ""type"": ""Point""}";abri;20;true;2015;;NC;NC;Département - Val-de-Marne;69671;Villeneuve Triage;94078;Villeneuve-Saint-Georges;2.438044634;48.7454037;48.7454037, 2.438044634;
VILLEPINTE;RER B;806;"{""coordinates"": [2.512141, 48.962641], ""type"": ""Point""}";consigne;40;true;2023;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;73547;Villepinte;93078;Villepinte;2.512141;48.962641;48.962641, 2.512141;
VILLEPREUX-LES-CLAYES;TRAIN N;487;"{""coordinates"": [1.9927, 48.8241], ""type"": ""Point""}";consigne;12;true;2019;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;64145;Villepreux - Les Clayes;78165;Les Clayes-sous-Bois;1.9927;48.8241;48.8241, 1.9927;
VITRY-SUR-SEINE;RER C;56;"{""coordinates"": [2.402029503, 48.80101316], ""type"": ""Point""}";abri;40;true;2015;;NC;NC;Département - Val-de-Marne;70313;Vitry-sur-Seine;94081;Vitry-sur-Seine;2.402029503;48.80101316;48.80101316, 2.402029503;
AEROPORT D'ORLY;METRO 14;1350;"{""coordinates"": [2.3621, 48.7277], ""type"": ""Point""}";abri;60;true;2024;;NC;NC;ADP;63284;Orly 1-2-3;91479;Paray-Vieille-Poste;2.3621;48.7277;48.7277, 2.3621;
ARBORETUM;TRAM 4;1010;"{""coordinates"": [2.562723, 48.897947], ""type"": ""Point""}";abri;12;true - non labellisé;2021;;NC;NC;IDFM;478648;Arboretum;93047;Montfermeil;2.562723;48.897947;48.897947, 2.562723;
ARGENTEUIL;TRAIN J;66;"{""coordinates"": [2.257949009, 48.94752672], ""type"": ""Point""}";abri;30;true;2017;;NC;NC;Argenteuil;65063;Argenteuil;95018;Argenteuil;2.257949009;48.94752672;48.94752672, 2.257949009;
ATHIS-MONS;RER C;872;"{""coordinates"": [2.40302, 48.712716], ""type"": ""Point""}";abri;12;true;2024;;NC;NC;SNCF;63134;Athis-Mons;91027;Athis-Mons;2.40302;48.712716;48.712716, 2.40302;
ATHIS-MONS;RER C;873;"{""coordinates"": [2.403511, 48.712348], ""type"": ""Point""}";abri;10;true;2024;;NC;NC;SNCF;63134;Athis-Mons;91027;Athis-Mons;2.403511;48.712348;48.712348, 2.403511;
AULNAY-SOUS-BOIS;RER B,TRAIN K,TRAM 4;179;"{""coordinates"": [2.49496, 48.93151], ""type"": ""Point""}";abri;29;true;2021;;NC;NC;Aulnay-sous-Bois;72646;Aulnay-sous-Bois;93005;Aulnay-sous-Bois;2.49496;48.93151;48.93151, 2.49496;
BAGNEAUX-SUR-LOING;TRAIN R;15;"{""coordinates"": [2.703295, 48.230334], ""type"": ""Point""}";consigne;20;true;2022;30 €;0 €;https://www.paysdenemours.fr/actualites/abris-velos-securises;CC - Pays de Nemours;61145;Bagneaux-sur-Loing;77016;Bagneaux-sur-Loing;2.703295;48.230334;48.230334, 2.703295;
BOISSY-SAINT-LEGER;RER A;75;"{""coordinates"": [2.505358654, 48.75272533], ""type"": ""Point""}";abri;20;true;2016;;NC;NC;RATP;72881;Boissy-Saint-Léger;94004;Boissy-Saint-Léger;2.505358654;48.75272533;48.75272533, 2.505358654;
BOUFFEMONT - MOISSELLES;TRAIN H;59;"{""coordinates"": [2.3228, 49.0449], ""type"": ""Point""}";consigne;40;true;2016;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;66795;Bouffémont - Moisselles;95091;Bouffémont;2.3228;49.0449;49.0449, 2.3228;
BOURAY;RER C;628;"{""coordinates"": [2.290187018, 48.53254097], ""type"": ""Point""}";abri;40;true;2021;;NC;NC;SNCF;59830;Bouray;91330;Lardy;2.290187018;48.53254097;48.53254097, 2.290187018;
BOUSSY-SAINT-ANTOINE;RER D;1272;"{""coordinates"": [2.532501, 48.680789], ""type"": ""Point""}";abri;6;true;2024;;NC;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;62596;Boussy-Saint-Antoine;91097;Boussy-Saint-Antoine;2.532501;48.680789;48.680789, 2.532501;
BRY-SUR-MARNE;RER A;748;"{""coordinates"": [2.5258413, 48.8443453], ""type"": ""Point""}";abri;24;true;2023;;NC;NC;RATP;73166;Bry-sur-Marne;94015;Bry-sur-Marne;2.5258413;48.8443453;48.8443453, 2.5258413;
BUSSY-SAINT-GEORGES;RER A;133;"{""coordinates"": [2.708695, 48.836616], ""type"": ""Point""}";abri;66;true;2022;;NC;NC;CA - Marne et Gondoire;68105;Bussy-Saint-Georges;77058;Bussy-Saint-Georges;2.708695;48.836616;48.836616, 2.708695;
BUSSY-SAINT-GEORGES;RER A;189;"{""coordinates"": [2.710839, 48.836794], ""type"": ""Point""}";abri;44;true;2023;;NC;NC;CA - Marne et Gondoire;68105;Bussy-Saint-Georges;77058;Bussy-Saint-Georges;2.710839;48.836794;48.836794, 2.710839;
BUSSY-SAINT-GEORGES;RER A;422;"{""coordinates"": [2.712296, 48.837032], ""type"": ""Point""}";consigne;80;true;2024;30 €;0 €;https://portail.cykleo.fr/park_marne_et_gondoire;CA - Marne et Gondoire;68105;Bussy-Saint-Georges;77058;Bussy-Saint-Georges;2.712296;48.837032;48.837032, 2.712296;
CLICHY - MONTFERMEIL;TRAM 4;318;"{""coordinates"": [2.555702, 48.904439], ""type"": ""Point""}";abri;6;true - non labellisé;2021;;NC;NC;IDFM;477278;Clichy - Montfermeil;93014;Clichy-sous-Bois;2.555702;48.904439;48.904439, 2.555702;
CONFLANS-SAINTE-HONORINE;TRAIN J;225;"{""coordinates"": [2.0994, 48.9975], ""type"": ""Point""}";consigne;20;true;2019;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;66095;Conflans Sainte-Honorine;78172;Conflans-Sainte-Honorine;2.0994;48.9975;48.9975, 2.0994;
CORMEILLES-EN-PARISIS;TRAIN J;8;"{""coordinates"": [2.192752094, 48.96788411], ""type"": ""Point""}";consigne;68;true;2016;30 €;0 €;https://velo.valparisis.fr/;CA - Val Parisis;65399;Cormeilles-en-Parisis;95176;Cormeilles-en-Parisis;2.192752094;48.96788411;48.96788411, 2.192752094;
CRETEIL-PREFECTURE (HOTEL DE VILLE);METRO 8;252;"{""coordinates"": [2.4599844, 48.7799695], ""type"": ""Point""}";abri;24;true;2020;;NC;NC;RATP;70021;Créteil - Préfecture;94028;Créteil;2.4599844;48.7799695;48.7799695, 2.4599844;
DAMMARTIN - JUILLY - SAINT-MARD;TRAIN K;1054;"{""coordinates"": [2.699165, 49.032637], ""type"": ""Point""}";abri;24;true;2024;;NC;NC;SNCF;69254;Dammartin - Juilly - Saint-Mard;77153;Dammartin-en-Goële;2.699165;49.032637;49.032637, 2.699165;
DENFERT-ROCHEREAU;METRO 4,METRO 6,RER B;1223;"{""coordinates"": [2.3335773, 48.8335245], ""type"": ""Point""}";abri;18;true;2024;;NC;NC;RATP;71056;Denfert-Rochereau;75113;Paris 13e Arrondissement;2.3335773;48.8335245;48.8335245, 2.3335773;
ECOLE VETERINAIRE DE MAISONS-ALFORT;METRO 8;94;"{""coordinates"": [2.42272704, 48.81452842], ""type"": ""Point""}";abri;20;true;2016;;NC;NC;RATP;70522;École Vétérinaire de Maisons-Alfort;94046;Maisons-Alfort;2.42272704;48.81452842;48.81452842, 2.42272704;
ERMONT-EAUBONNE;RER C,TRAIN H,TRAIN J;1400;"{""coordinates"": [2.271231, 48.981148], ""type"": ""Point""}";abri;12;true;2024;;NC;NC;CA - Val Parisis;65669;Ermont - Eaubonne;95219;Ermont;2.271231;48.981148;48.981148, 2.271231;
EVRY-COURCOURONNES;RER D,TRAM 12,TZEN 4;11;"{""coordinates"": [2.4276, 48.6259], ""type"": ""Point""}";consigne;40;true;2016;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;60450;Évry - Courcouronnes;91228;Évry-Courcouronnes;2.4276;48.6259;48.6259, 2.4276;
FAREMOUTIERS-POMMEUSE;TRAIN P;1056;"{""coordinates"": [2.993412, 48.808461], ""type"": ""Point""}";abri;10;true;2024;;NC;NC;SNCF;67917;Faremoutiers - Pommeuse;#N/A;Faremoutiers - Pommeuse;2.993412;48.808461;48.808461, 2.993412;
GAGNY;RER E;1255;"{""coordinates"": [2.526744, 48.883018], ""type"": ""Point""}";abri;14;true;2024;;NC;NC;SNCF;73278;Gagny;93032;Gagny;2.526744;48.883018;48.883018, 2.526744;
GARIBALDI;METRO 13;833;"{""coordinates"": [2.3319435, 48.9063719], ""type"": ""Point""}";abri;12;true;2023;;NC;NC;RATP;72128;Garibaldi;93070;Saint-Ouen-sur-Seine;2.3319435;48.9063719;48.9063719, 2.3319435;
GRAVIGNY BALIZY;TRAM 12;811;"{""coordinates"": [2.318242, 48.68537], ""type"": ""Point""}";abri;6;true;2024;;NC;NC;SNCF;62667;Gravigny Balizy;91345;Longjumeau;2.318242;48.68537;48.68537, 2.318242;
GRETZ-ARMAINVILLIERS;RER E;336;"{""coordinates"": [2.7283, 48.7457], ""type"": ""Point""}";consigne;12;true;2019;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;67658;Gretz-Armainvilliers;77215;Gretz-Armainvilliers;2.7283;48.7457;48.7457, 2.7283;
GROSLAY;TRAIN H;1060;"{""coordinates"": [2.353229, 48.984549], ""type"": ""Point""}";abri;35;true;2024;;NC;NC;SNCF;65749;Groslay;95288;Groslay;2.353229;48.984549;48.984549, 2.353229;
HERBLAY;TRAIN J;662;"{""coordinates"": [2.161172, 48.990833], ""type"": ""Point""}";abri;14;true;2021;;NC;NC;CA - Val Parisis;65897;Herblay;95306;Herblay-sur-Seine;2.161172;48.990833;48.990833, 2.161172;
JOINVILLE-LE-PONT;RER A;1195;"{""coordinates"": [2.464446, 48.82011], ""type"": ""Point""}";abri;12;true;2017;;NC;NC;RATP;70640;Joinville-le-Pont;94042;Joinville-le-Pont;2.464446;48.82011;48.82011, 2.464446;
JUZIERS;TRAIN J;624;"{""coordinates"": [1.845908, 48.9924521], ""type"": ""Point""}";abri;10;true;2021;;NC;NC;CU Grand Paris Seine et Oise;65988;Juziers;78327;Juziers;1.845908;48.9924521;48.9924521, 1.845908;
LA COURNEUVE-AUBERVILLIERS;RER B;102;"{""coordinates"": [2.3845, 48.9235], ""type"": ""Point""}";consigne;40;true;2016;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;72598;La Courneuve - Aubervilliers;93027;La Courneuve;2.3845;48.9235;48.9235, 2.3845;
LA CROIX DE BERNY;RER B,TRAM 10;356;"{""coordinates"": [2.304118, 48.762534], ""type"": ""Point""}";consigne;76;true;2023;30 €;0 €;https://abris-velos.valleesud.fr/accueil;EPT - Vallée Sud Grand Paris;69813;La Croix de Berny;92002;Antony;2.304118;48.762534;48.762534, 2.304118;
LA DHUYS;METRO 11;358;"{""coordinates"": [2.465142, 48.878457], ""type"": ""Point""}";abri;40;true;2024;;NC;NC;RATP;71912;La Dhuys;93064;Rosny-sous-Bois;2.465142;48.878457;48.878457, 2.465142;
LA VERRIERE;TRAIN N,TRAIN U;803;"{""coordinates"": [1.944056, 48.755222], ""type"": ""Point""}";abri;46;true;2024;;NC;NC;CA - Saint-Quentin-en-Yvelines;63426;La Verrière;78644;La Verrière;1.944056;48.755222;48.755222, 1.944056;
LAGNY-THORIGNY;TRAIN P;1063;"{""coordinates"": [2.703829, 48.881881], ""type"": ""Point""}";abri;12;true;2023;;NC;NC;SNCF;68494;Lagny - Thorigny;77243;Lagny-sur-Marne;2.703829;48.881881;48.881881, 2.703829;
JUVISY;RER C,RER D;626;"{""coordinates"": [2.382616, 48.688969], ""type"": ""Point""}";consigne;120;true;2020;30 €;0 €;https://idf-mobilites.fr/coeures-parking-velos;IDFM;478505;Juvisy;91326;Juvisy-sur-Orge;2.382616;48.688969;48.688969, 2.382616;
LE VESINET-CENTRE;RER A;106;"{""coordinates"": [2.133953846, 48.89017243], ""type"": ""Point""}";abri;60;true;2017;;NC;NC;CA - Saint Germain Boucles de Seine;64514;Le Vésinet - Centre;78650;Le Vésinet;2.133953846;48.89017243;48.89017243, 2.133953846;
LES AGNETTES;METRO 13;502;"{""coordinates"": [2.285948, 48.922953], ""type"": ""Point""}";abri;14;true;2023;;NC;NC;RATP;72240;Les Agnettes;92004;Asnières-sur-Seine;2.285948;48.922953;48.922953, 2.285948;
LES SAULES;RER C,TRAM 9;902;"{""coordinates"": [2.417201, 48.745614], ""type"": ""Point""}";abri;36;true;2023;;NC;NC;SNCF;69662;Les Saules;94054;Orly;2.417201;48.745614;48.745614, 2.417201;
LES VALLEES;TRAIN L;162;"{""coordinates"": [2.2582, 48.9136], ""type"": ""Point""}";consigne;40;true;2017;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;72177;Les Vallées;92009;Bois-Colombes;2.2582;48.9136;48.9136, 2.2582;
L'HAY LES ROSES;METRO 14;1084;"{""coordinates"": [2.353541, 48.775829], ""type"": ""Point""}";abri;24;true;2024;;NC;NC;RATP;69974;Chevilly 3 Communes;94038;L'Haÿ-les-Roses;2.353541;48.775829;48.775829, 2.353541;
L'HAY LES ROSES;METRO 14;1087;"{""coordinates"": [2.353766801, 48.77607044], ""type"": ""Point""}";abri;40;true;2024;;NC;NC;RATP;69974;Chevilly 3 Communes;94038;L'Haÿ-les-Roses;2.353766801;48.77607044;48.77607044, 2.353766801;
