name;line_id;station_id;Geo Shape;type;num_docks_available;is_installed;date_installed;price;price_navigo;web;project_owner;zdcld;zdcname;insee_code;municipality;x_long;y_lat;Geo Point;Column 45
LISIERE-PEREIRE;TRAM 13;1035;"{""coordinates"": [2.073272, 48.902902], ""type"": ""Point""}";abri;8;true - non labellisé non financé;2022;;NC;NC;;64622;Lisière Pereire;78551;Saint-Germain-en-Laye;2.073272;48.902902;48.902902, 2.073272;
LONGUEVILLE;TRAIN P;1064;"{""coordinates"": [3.249744, 48.5138], ""type"": ""Point""}";consigne;20;true;2023;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;61858;Longueville;77260;Longueville;3.249744;48.5138;48.5138, 3.249744;
LONGUEVILLE;TRAIN P;1065;"{""coordinates"": [3.249676, 48.513719], ""type"": ""Point""}";abri;20;true;2023;;NC;NC;SNCF;61858;Longueville;77260;Longueville;3.249676;48.513719;48.513719, 3.249676;
LOZERE;RER B;938;"{""coordinates"": [2.21210848, 48.70608776], ""type"": ""Point""}";abri;24;true;2023;;NC;NC;RATP;63029;Lozère;91477;Palaiseau;2.21210848;48.70608776;48.70608776, 2.21210848;
LOZERE;RER B;1357;"{""coordinates"": [2.21265475, 48.70582004], ""type"": ""Point""}";abri;20;true;2023;;NC;NC;RATP;63029;Lozère;91477;Palaiseau;2.21265475;48.70582004;48.70582004, 2.21265475;
MAIRIE DE CHEVILLY-LARUE;TVM;111;"{""coordinates"": [2.349666, 48.770109], ""type"": ""Point""}";abri;12;true;2017;;NC;NC;Département - Val-de-Marne;99999027;MAIRIE DE CHEVILLY;94021;Chevilly-Larue;2.349666;48.770109;48.770109, 2.349666;
MAIRIE DES LILAS;METRO 11;504;"{""coordinates"": [2.416069, 48.879689], ""type"": ""Point""}";abri;120;true;2024;;NC;NC;Ville des Lilas;71909;Mairie des Lilas;93045;Les Lilas;2.416069;48.879689;48.879689, 2.416069;
MAIRIE D'IVRY;METRO 7;113;"{""coordinates"": [2.385234428, 48.81009948], ""type"": ""Point""}";abri;20;true;2016;;NC;NC;Département - Val-de-Marne;70488;Mairie d'Ivry;94041;Ivry-sur-Seine;2.385234428;48.81009948;48.81009948, 2.385234428;
MAISON BLANCHE;METRO 14;391;"{""coordinates"": [2.358872258, 48.82147014], ""type"": ""Point""}";abri;18;true;2024;;NC;NC;RATP;70645;Maison Blanche;75113;Paris 13e Arrondissement;2.358872258;48.82147014;48.82147014, 2.358872258;
MALAKOFF - PLATEAU DE VANVES;METRO 13;798;"{""coordinates"": [2.298473, 48.822782], ""type"": ""Point""}";abri;30;true;2023;;NC;NC;EPT - Vallée Sud Grand Paris;73766;Malakoff - Plateau de Vanves;92046;Malakoff;2.298473;48.822782;48.822782, 2.298473;
MALAKOFF - RUE ETIENNE DOLET;METRO 13;143;"{""coordinates"": [2.297304, 48.815481], ""type"": ""Point""}";abri;36;true;2023;;NC;NC;EPT - Vallée Sud Grand Paris;70562;Malakoff - Rue Etienne Dolet;92046;Malakoff;2.297304;48.815481;48.815481, 2.297304;
MAROLLES-EN-HUREPOIX;RER C;211;"{""coordinates"": [2.2911, 48.5647], ""type"": ""Point""}";consigne;20;true;2021;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;59948;Marolles-en-Hurepoix;91376;Marolles-en-Hurepoix;2.2911;48.5647;48.5647, 2.2911;
MAURECOURT;TRAIN J;62;"{""coordinates"": [2.060027697, 48.98701073], ""type"": ""Point""}";abri;10;true;2015;;NC;NC;CU Grand Paris Seine et Oise;65827;Maurecourt;78015;Andrésy;2.060027697;48.98701073;48.98701073, 2.060027697;
MEAUX;TRAIN P;1393;"{""coordinates"": [2.874, 48.95775], ""type"": ""Point""}";abri;16;true;2024;NC;NC;NC;SNCF;68963;Meaux;77284;Meaux;2.874;48.95775;48.95775, 2.874;
MEAUX;TRAIN P;1394;"{""coordinates"": [2.872677, 48.95675], ""type"": ""Point""}";abri;16;true;2024;NC;NC;NC;SNCF - Ville de Meaux;68963;Meaux;77284;Meaux;2.872677;48.95675;48.95675, 2.872677;
NANGIS;TRAIN P;1070;"{""coordinates"": [3.012196, 48.561498], ""type"": ""Point""}";abri;30;true;2024;NC;NC;NC;SNCF;62168;Nangis;77327;Nangis;3.012196;48.561498;48.561498, 3.012196;
NANTEUIL-SAACY;TRAIN P;233;"{""coordinates"": [3.219302791, 48.97402655], ""type"": ""Point""}";abri;20;true;2020;;NC;NC;SNCF;69072;Nanteuil - Saâcy;77397;Saâcy-sur-Marne;3.219302791;48.97402655;48.97402655, 3.219302791;
NEMOURS-SAINT-PIERRE;TRAIN R;50;"{""coordinates"": [2.686399, 48.267403], ""type"": ""Point""}";consigne;40;true;2022;30 €;0 €;https://www.paysdenemours.fr/actualites/abris-velos-securises;CC - Pays de Nemours;61218;Nemours Saint-Pierre;77431;Saint-Pierre-lès-Nemours;2.686399;48.267403;48.267403, 2.686399;
NOGENT-LE-PERREUX;RER E;165;"{""coordinates"": [2.494751048, 48.83840358], ""type"": ""Point""}";abri;14;true;2018;;NC;NC;Département - Val-de-Marne;71609;Nogent - Le Perreux;94058;Le Perreux-sur-Marne;2.494751048;48.83840358;48.83840358, 2.494751048;
NOISY-CHAMPS;RER A,METRO 15;175;"{""coordinates"": [2.582159585, 48.84280319], ""type"": ""Point""}";consigne;20;true;2018;30 €;0 €;https://portail.cykleo.fr/veligo_agglo_pvm;CA - Paris Vallée de la Marne;73163;Noisy - Champs;77083;Champs-sur-Marne;2.582159585;48.84280319;48.84280319, 2.582159585;
NOTRE DAME DES ANGES;TRAM 4;414;"{""coordinates"": [2.556374, 48.899891], ""type"": ""Point""}";abri;10;true - non labellisé;2021;;NC;NC;IDFM;477285;Notre-Dame des Anges;93047;Montfermeil;2.556374;48.899891;48.899891, 2.556374;
ORLY VILLE;RER C;903;"{""coordinates"": [2.403137, 48.74152], ""type"": ""Point""}";consigne;40;true;2023;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;69639;Orly Ville;94054;Orly;2.403137;48.74152;48.74152, 2.403137;
PARIS AUSTERLITZ;RER C,METRO 5,METRO 10;1045;"{""coordinates"": [2.366526, 48.842702], ""type"": ""Point""}";abri;82;true;2024;;NC;NC;SNCF;71135;Gare d'Austerlitz;75113;Paris 13e Arrondissement;2.366526;48.842702;48.842702, 2.366526;
PARIS GARE DE L'EST;METRO 4,METRO 5,METRO 7,TRAIN P;983;"{""coordinates"": [2.359123, 48.876167], ""type"": ""Point""}";abri;94;true;2024;;NC;NC;SNCF;71359;Gare de l'Est;75110;Paris 10e Arrondissement;2.359123;48.876167;48.876167, 2.359123;
PARIS GARE DU NORD;METRO 4,METRO 5,RER B,RER D,RER E,TRAIN H,TRAIN K;868;"{""coordinates"": [2.35705, 48.881195], ""type"": ""Point""}";consigne;1186;true;2024;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;71410;Gare du Nord;75118;Paris 18e Arrondissement;2.35705;48.881195;48.881195, 2.35705;
PARIS GARE SAINT-LAZARE;METRO 3,METRO 12,METRO 13,METRO 14,RER E,TRAIN L,TRAIN J;981;"{""coordinates"": [2.326304, 48.875829], ""type"": ""Point""}";abri;88;true;2024;;NC;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;71370;Gare Saint-Lazare;75108;Paris 8e Arrondissement;2.326304;48.875829;48.875829, 2.326304;
PARIS GARE SAINT-LAZARE;METRO 3,METRO 12,METRO 13,METRO 14,RER E,TRAIN L,TRAIN J;982;"{""coordinates"": [2.32501, 48.87597], ""type"": ""Point""}";abri;30;true;2024;;NC;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;71370;Gare Saint-Lazare;75108;Paris 8e Arrondissement;2.32501;48.87597;48.87597, 2.32501;
SAINT-QUENTIN-EN-YVELINES;RER C,TRAIN N,TRAIN U;641;"{""coordinates"": [2.043841, 48.787776], ""type"": ""Point""}";abri;20;true;2017;;NC;https://idf-mobilites.fr/sqy-parking-velos;IDFM;63812;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;78423;Montigny-le-Bretonneux;2.043841;48.787776;48.787776, 2.043841;
PONTOISE;RER C,TRAIN H,TRAIN J;665;"{""coordinates"": [2.094775471, 49.04617114], ""type"": ""Point""}";abri;68;true;2024;;NC;NC;SNCF;66816;Pontoise;95500;Pontoise;2.094775471;49.04617114;49.04617114, 2.094775471;
PROVINS;TRAIN P;1072;"{""coordinates"": [3.303253, 48.555836], ""type"": ""Point""}";abri;20;true;2023;;NC;NC;SNCF;62139;Provins;77379;Provins;3.303253;48.555836;48.555836, 3.303253;
ROBINSON;RER B;764;"{""coordinates"": [2.28135005, 48.779499], ""type"": ""Point""}";abri;12;true;2024;;NC;NC;RATP;427230;Robinson;92071;Sceaux;2.28135005;48.779499;48.779499, 2.28135005;
ROSNY-SOUS-BOIS;RER E;1133;"{""coordinates"": [2.485162, 48.870427], ""type"": ""Point""}";abri;20;true;2024;;NC;NC;SNCF;71935;Rosny-sous-Bois;93064;Rosny-sous-Bois;2.485162;48.870427;48.870427, 2.485162;
ROSNY-SUR-SEINE;TRAIN J;644;"{""coordinates"": [1.630396033, 48.99739403], ""type"": ""Point""}";abri;8;true;2020;;NC;NC;CU Grand Paris Seine et Oise;66157;Rosny-sur-Seine;78531;Rosny-sur-Seine;1.630396033;48.99739403;48.99739403, 1.630396033;
SAINT-DENIS PLEYEL;METRO 14,METRO 16,METRO 17;714;"{""coordinates"": [2.345834, 48.91781], ""type"": ""Point""}";abri;180;true;2024;;NC;NC;SGP;72206;Saint-Denis Pleyel;93066;Saint-Denis;2.345834;48.91781;48.91781, 2.345834;
SAINT-DENIS UNIVERSITE;METRO 13;39;"{""coordinates"": [2.364207726, 48.94564294], ""type"": ""Point""}";abri;20;true;2015;;NC;NC;RATP;72358;Saint-Denis - Université;93066;Saint-Denis;2.364207726;48.94564294;48.94564294, 2.364207726;
SAINTE-GENEVIEVE-DES-BOIS;RER C;1017;"{""coordinates"": [2.313748469, 48.65356296], ""type"": ""Point""}";abri;11;true;2024;;NC;NC;SNCF;60785;Sainte-Geneviève-des-Bois;91549;Sainte-Geneviève-des-Bois;2.313748469;48.65356296;48.65356296, 2.313748469;
SAINTE-GENEVIEVE-DES-BOIS;RER C;555;"{""coordinates"": [2.313763, 48.65372], ""type"": ""Point""}";consigne;28;true;2024;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;60785;Sainte-Geneviève-des-Bois;91549;Sainte-Geneviève-des-Bois;2.313763;48.65372;48.65372, 2.313763;
SAINTE-GENEVIEVE-DES-BOIS;RER C;1016;"{""coordinates"": [2.313841, 48.653742], ""type"": ""Point""}";abri;63;true;2024;;NC;NC;SNCF;60785;Sainte-Geneviève-des-Bois;91549;Sainte-Geneviève-des-Bois;2.313841;48.653742;48.653742, 2.313841;
SAINT-MAMMES;TRAIN R;809;"{""coordinates"": [2.48567, 48.22552], ""type"": ""Point""}";consigne;20;true;2024;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;61423;Saint-Mammès;77419;Saint-Mammès;2.48567;48.22552;48.22552, 2.48567;
SAINT-MAMMES;TRAIN R;1146;"{""coordinates"": [2.815751, 48.381995], ""type"": ""Point""}";abri;16;true;2024;;NC;NC;SNCF;61423;Saint-Mammès;77419;Saint-Mammès;2.815751;48.381995;48.381995, 2.815751;
SAINT-MANDE TOURELLE;METRO 1;950;"{""coordinates"": [2.420448796, 48.84631441], ""type"": ""Point""}";abri;12;true;2023;;NC;NC;RATP;71647;Saint-Mandé;94067;Saint-Mandé;2.420448796;48.84631441;48.84631441, 2.420448796;
LE VESINET-CENTRE;RER A;107;"{""coordinates"": [2.13512052, 48.8901618], ""type"": ""Point""}";consigne;92;true;2017;30 €;0 €;https://idf-mobilites.fr/argbds-parking-velos;IDFM;64514;Le Vésinet - Centre;78650;Le Vésinet;2.13512052;48.8901618;48.8901618, 2.13512052;
SANNOIS;TRAIN J;43;"{""coordinates"": [2.264245353, 48.970052], ""type"": ""Point""}";abri;40;true;2016;;NC;NC;SNCF;65441;Sannois;77441;Samois-sur-Seine;2.264245353;48.970052;48.970052, 2.264245353;
SAVIGNY-LE-TEMPLE-NANDY;RER D;238;"{""coordinates"": [2.5833, 48.5954], ""type"": ""Point""}";consigne;20;true;2019;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;62290;Savigny-le-Temple - Nandy;77445;Savigny-le-Temple;2.5833;48.5954;48.5954, 2.5833;
SAVIGNY-LE-TEMPLE-NANDY;RER D;1346;"{""coordinates"": [2.584908, 48.595609], ""type"": ""Point""}";abri;12;true;2024;;NC;NC;SNCF;62290;Savigny-le-Temple - Nandy;77445;Savigny-le-Temple;2.584908;48.595609;48.595609, 2.584908;
SAVIGNY-LE-TEMPLE-NANDY;RER D;1382;"{""coordinates"": [2.584767, 48.595582], ""type"": ""Point""}";abri;12;true;2024;;NC;NC;SNCF;62290;Savigny-le-Temple - Nandy;77445;Savigny-le-Temple;2.584767;48.595582;48.595582, 2.584767;
SAVIGNY-SUR-ORGE;RER C;240;"{""coordinates"": [2.3518, 48.6753], ""type"": ""Point""}";consigne;20;true;2018;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;60987;Savigny-sur-Orge;91589;Savigny-sur-Orge;2.3518;48.6753;48.6753, 2.3518;
SEUGY;TRAIN H;1260;"{""coordinates"": [2.399008, 49.119179], ""type"": ""Point""}";abri;10;true;2024;;NC;NC;SNCF;67180;Seugy;95594;Seugy;2.399008;49.119179;49.119179, 2.399008;
STAINS LA CERISAIE;TRAM 11;187;"{""coordinates"": [2.391561084, 48.95457292], ""type"": ""Point""}";consigne;40;true;2020;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;426083;Stains la Cerisaie;93072;Stains;2.391561084;48.95457292;48.95457292, 2.391561084;
SUCY-BONNEUIL;RER A;146;"{""coordinates"": [2.506440987, 48.77168792], ""type"": ""Point""}";abri;16;true;2016;;NC;NC;RATP;72929;Sucy - Bonneuil;94071;Sucy-en-Brie;2.506440987;48.77168792;48.77168792, 2.506440987;
TORCY;RER A;945;"{""coordinates"": [2.6552454, 48.8395056], ""type"": ""Point""}";abri;36;true;2023;;NC;NC;RATP;68129;Torcy;77468;Torcy;2.6552454;48.8395056;48.8395056, 2.6552454;
TORCY;RER A;45;"{""coordinates"": [2.653863, 48.840086], ""type"": ""Point""}";consigne;110;true;2015;30 €;0 €;https://portail.cykleo.fr/veligo_agglo_pvm;CA - Paris Vallée de la Marne;68129;Torcy;77468;Torcy;2.653863;48.840086;48.840086, 2.653863;
VAIRES-TORCY;TRAIN P;539;"{""coordinates"": [2.638968, 48.874795], ""type"": ""Point""}";abri;40;true;2021;;NC;NC;CA - Paris Vallée de la Marne;68419;Vaires - Torcy;77479;Vaires-sur-Marne;2.638968;48.874795;48.874795, 2.638968;
VAL D'ARGENTEUIL;TRAIN J;184;"{""coordinates"": [2.231110057, 48.95030437], ""type"": ""Point""}";abri;30;true;2018;;NC;NC;Argenteuil;65110;Val d'Argenteuil;95018;Argenteuil;2.231110057;48.95030437;48.95030437, 2.231110057;
VAL D'ARGENTEUIL;TRAIN J;183;"{""coordinates"": [2.231322707, 48.95057767], ""type"": ""Point""}";consigne;32;true;2019;20 €;20 €;http://www.argenteuil-veligo.fr/;Argenteuil;65110;Val d'Argenteuil;95018;Argenteuil;2.231322707;48.95057767;48.95057767, 2.231322707;
VAL DE FONTENAY;RER A,RER E;49;"{""coordinates"": [2.487859773, 48.85400139], ""type"": ""Point""}";abri;20;true;2015;;NC;NC;RATP;71718;Val de Fontenay;94033;Fontenay-sous-Bois;2.487859773;48.85400139;48.85400139, 2.487859773;
VAL D'EUROPE;RER A;51;"{""coordinates"": [2.771305656, 48.85453966], ""type"": ""Point""}";consigne;56;true;2015;30 €;0 €;https://portail.cykleo.fr/park_marne_et_gondoire;CA - Marne et Gondoire;68266;Val d'Europe;77307;Montévrain;2.771305656;48.85453966;48.85453966, 2.771305656;
VILLEPARISIS-MITRY-LE-NEUF;RER B;55;"{""coordinates"": [2.6014, 48.9529], ""type"": ""Point""}";consigne;40;true;2012;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;68916;Villeparisis - Mitry-le-Neuf;77294;Mitry-Mory;2.6014;48.9529;48.9529, 2.6014;
VILLIERS-SUR-MARNE-LE PLESSIS-TREVISE;RER E;193;"{""coordinates"": [2.542903521, 48.82349618], ""type"": ""Point""}";abri;28;true;2021;;NC;NC;Département - Val-de-Marne;73097;Villiers-sur-Marne - Le Plessis-Trévise;94079;Villiers-sur-Marne;2.542903521;48.82349618;48.82349618, 2.542903521;
VINCENNES;RER A;564;"{""coordinates"": [2.4336762, 48.847737], ""type"": ""Point""}";consigne;54;true;2023;30 €;0 €;https://ratp-parking-velos.iledefrance-mobilites.fr/;RATP;71651;Vincennes;94080;Vincennes;2.4336762;48.847737;48.847737, 2.4336762;
ABLON;RER C;914;"{""coordinates"": [2.419296734, 48.72504798], ""type"": ""Point""}";consigne;28;true;2024;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;69554;Ablon;94001;Ablon-sur-Seine;2.419296734;48.72504798;48.72504798, 2.419296734;
ANGERVILLE;TER;1020;"{""coordinates"": [2.00365, 48.31179], ""type"": ""Point""}";abri;8;true;2023;;NC;NC;SNCF;59403;Angerville;91016;Angerville;2.00365;48.31179;48.31179, 2.00365;
ANTONY;RER B;265;"{""coordinates"": [2.301819609, 48.75552934], ""type"": ""Point""}";consigne;58;true;2023;30 €;0 €;https://abris-velos.valleesud.fr;EPT - Vallée Sud Grand Paris;69759;Antony;92002;Antony;2.301819609;48.75552934;48.75552934, 2.301819609;
ARGENTEUIL;TRAIN J;65;"{""coordinates"": [2.256843954, 48.94699829], ""type"": ""Point""}";abri;30;true;2017;;NC;NC;Argenteuil;65063;Argenteuil;95018;Argenteuil;2.256843954;48.94699829;48.94699829, 2.256843954;
LOUVRES;RER D;190;"{""coordinates"": [2.500933827, 49.04934451], ""type"": ""Point""}";consigne;30;true;2023;30 €;0 €;https://idf-mobilites.fr/roissyo-parking-velos;IDFM;69300;Louvres;95351;Louvres;2.500933827;49.04934451;49.04934451, 2.500933827;
BOBIGNY PANTIN -  RAYMOND QUENEAU;METRO 5;946;"{""coordinates"": [2.4252411, 48.8952811], ""type"": ""Point""}";abri;12;true;2023;;NC;NC;RATP;72039;Bobigny - Pantin - Raymond Queneau;93008;Bobigny;2.4252411;48.8952811;48.8952811, 2.4252411;
LE MEE;RER D;780;"{""coordinates"": [2.626812987, 48.5373279], ""type"": ""Point""}";abri;40;true;2023;;NC;NC;IDFM;62003;Le Mée;77285;Le Mée-sur-Seine;2.626812987;48.5373279;48.5373279, 2.626812987;
BOIS-LE-ROI;TRAIN R;781;"{""coordinates"": [2.692124, 48.475301], ""type"": ""Point""}";abri;24;true;2024;;NC;NC;SNCF;61727;Bois-le-Roi;77037;Bois-le-Roi;2.692124;48.475301;48.475301, 2.692124;
BONDY;RER E,TRAM 4;295;"{""coordinates"": [2.480198635, 48.89425903], ""type"": ""Point""}";abri;80;true;2022;;NC;NC;SNCF;72037;Bondy;93010;Bondy;2.480198635;48.89425903;48.89425903, 2.480198635;
BOURAY;RER C;596;"{""coordinates"": [2.2905, 48.5332], ""type"": ""Point""}";consigne;40;true;2021;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;59830;Bouray;91330;Lardy;2.2905;48.5332;48.5332, 2.2905;
BOUSSY-SAINT-ANTOINE;RER D;1271;"{""coordinates"": [2.53262, 48.680675], ""type"": ""Point""}";abri;12;true;2024;;NC;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;62596;Boussy-Saint-Antoine;91097;Boussy-Saint-Antoine;2.53262;48.680675;48.680675, 2.53262;
BOUTIGNY-SUR-ESSONNE;RER D;922;"{""coordinates"": [2.22351, 48.26056], ""type"": ""Point""}";abri;16;true;2024;;NC;NC;SNCF;59565;Boutigny;91099;Boutigny-sur-Essonne;2.22351;48.26056;48.26056, 2.22351;
LE MEE;RER D;835;"{""coordinates"": [2.623606094, 48.53952513], ""type"": ""Point""}";consigne;40;true;2024;30 €;0 €;https://idf-mobilites.fr/melun-parking-velos;IDFM;62003;Le Mée;77285;Le Mée-sur-Seine;2.623606094;48.53952513;48.53952513, 2.623606094;
BRUNOY;RER D;176;"{""coordinates"": [2.50673273, 48.69840102], ""type"": ""Point""}";abri;20;true;2018;;NC;NC;SNCF;67476;Brunoy;91114;Brunoy;2.50673273;48.69840102;48.69840102, 2.50673273;
LIEUSAINT-MOISSY;RER D,TZEN 1;830;"{""coordinates"": [2.570539, 48.628255], ""type"": ""Point""}";consigne;60;true;2024;30 €;0 €;https://idf-mobilites.fr/senart-parking-velos;IDFM;62412;Lieusaint - Moissy;77251;Lieusaint;2.570539;48.628255;48.628255, 2.570539;
BUSSY-SAINT-GEORGES;RER A;1031;"{""coordinates"": [2.7102647, 48.836913], ""type"": ""Point""}";abri;48;true;2023;;NC;NC;RATP;68105;Bussy-Saint-Georges;77058;Bussy-Saint-Georges;2.7102647;48.836913;48.836913, 2.7102647;
CERGY SAINT-CHRISTOPHE;RER A,TRAIN L;80;"{""coordinates"": [2.034758667, 49.04942538], ""type"": ""Point""}";consigne;36;true;2017;30 €;30 €;https://portail.cykleo.fr/veligo_cergypontoise;CA - Cergy Pontoise;66858;Cergy Saint-Christophe;95127;Cergy;2.034758667;49.04942538;49.04942538, 2.034758667;
LIEUSAINT-MOISSY;RER D,TZEN 1;831;"{""coordinates"": [2.57046, 48.62822], ""type"": ""Point""}";abri;40;true;2024;;NC;https://idf-mobilites.fr/senart-parking-velos;IDFM;62412;Lieusaint - Moissy;77251;Lieusaint;2.57046;48.62822;48.62822, 2.57046;
CHILLY-MAZARIN;TRAM 12;878;"{""coordinates"": [2.308585, 48.700351], ""type"": ""Point""}";abri;40;true;2024;;NC;NC;SNCF;62939;Chilly-Mazarin;91161;Chilly-Mazarin;2.308585;48.700351;48.700351, 2.308585;
CHILLY-MAZARIN;TRAM 12;880;"{""coordinates"": [2.308617, 48.700642], ""type"": ""Point""}";consigne;21;true;2024;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;62939;Chilly-Mazarin;91161;Chilly-Mazarin;2.308617;48.700642;48.700642, 2.308617;
CHOISY-LE-ROI;TVM;92;"{""coordinates"": [2.409684293, 48.76597569], ""type"": ""Point""}";abri;12;true;2017;;NC;NC;Département - Val-de-Marne;69852;Choisy-le-Roi;94022;Choisy-le-Roi;2.409684293;48.76597569;48.76597569, 2.409684293;
CONFLANS-FIN-D'OISE;RER A,TRAIN J,TRAIN L;547;"{""coordinates"": [2.0747, 48.9888], ""type"": ""Point""}";consigne;20;true;2019;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;73605;Conflans Fin d'Oise;78172;Conflans-Sainte-Honorine;2.0747;48.9888;48.9888, 2.0747;
CORENTIN CELTON;METRO 12;1218;"{""coordinates"": [2.27862482, 48.8274877], ""type"": ""Point""}";abri;24;true;2024;;NC;NC;RATP;70990;Corentin Celton;92004;Asnières-sur-Seine;2.27862482;48.8274877;48.8274877, 2.27862482;
COULOMMIERS;TRAIN P;1363;"{""coordinates"": [3.082492, 48.807615], ""type"": ""Point""}";consigne;5;true;2024;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;67920;Coulommiers;77131;Coulommiers;3.082492;48.807615;48.807615, 3.082492;
CRETEIL-POINTE DU LAC;METRO 8;492;"{""coordinates"": [2.4632907, 48.7690972], ""type"": ""Point""}";abri;12;true;2020;;NC;NC;RATP;69884;Pointe du Lac;94028;Créteil;2.4632907;48.7690972;48.7690972, 2.4632907;
CRETEIL-POINTE DU LAC;METRO 8;494;"{""coordinates"": [2.4642624, 48.768625], ""type"": ""Point""}";abri;10;true;2020;;NC;NC;RATP;69884;Pointe du Lac;94028;Créteil;2.4642624;48.768625;48.768625, 2.4642624;
CRETEIL-UNIVERSITE;METRO 8;1044;"{""coordinates"": [2.4511822, 48.7906885], ""type"": ""Point""}";abri;12;true;2020;;NC;NC;RATP;70172;Créteil - Université;94028;Créteil;2.4511822;48.7906885;48.7906885, 2.4511822;
DRANCY;RER B;226;"{""coordinates"": [2.4553, 48.9328], ""type"": ""Point""}";consigne;28;true;2021;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;72652;Drancy;93029;Drancy;2.4553;48.9328;48.9328, 2.4553;
ÉTAMPES;RER C;882;"{""coordinates"": [2.159888, 48.436782], ""type"": ""Point""}";abri;30;true;2023;;NC;NC;SNCF;478855;Étampes;91223;Étampes;2.159888;48.436782;48.436782, 2.159888;
ETRECHY;RER C;1088;"{""coordinates"": [2.1941254, 48.4934292], ""type"": ""Point""}";consigne;10;true;2023;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;59678;Étréchy;91226;Étréchy;2.1941254;48.4934292;48.4934292, 2.1941254;
FONTENAY-SOUS-BOIS;RER A;13;"{""coordinates"": [2.465156636, 48.84328918], ""type"": ""Point""}";abri;30;true;2015;;NC;NC;RATP;71630;Fontenay-sous-Bois;94033;Fontenay-sous-Bois;2.465156636;48.84328918;48.84328918, 2.465156636;
GAGNY;RER E;1254;"{""coordinates"": [2.527043, 48.883389], ""type"": ""Point""}";abri;24;true;2024;;NC;NC;SNCF;73278;Gagny;93032;Gagny;2.527043;48.883389;48.883389, 2.527043;
GARANCIERES-LA QUEUE;TRAIN N;886;"{""coordinates"": [1.765056736, 48.81040251], ""type"": ""Point""}";abri;30;true;2024;;NC;NC;SNCF;64025;Garancières - La Queue;78265;Garancières;1.765056736;48.81040251;48.81040251, 1.765056736;
GARCHES-MARNES-LA-COQUETTE;TRAIN L;570;"{""coordinates"": [2.187367, 48.83862], ""type"": ""Point""}";consigne;36;true;2020;20 €;20 €;https://garches.fr/deplacements-et-stationnement/stationnement/;Garches;70713;Garches - Marnes-la-Coquette;92033;Garches;2.187367;48.83862;48.83862, 2.187367;
GARGES - SARCELLES;RER D,TRAM 5;182;"{""coordinates"": [2.3899, 48.9772], ""type"": ""Point""}";consigne;40;true;2018;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;65582;Garges - Sarcelles;95585;Sarcelles;2.3899;48.9772;48.9772, 2.3899;
GENNEVILLIERS;RER C,TRAM 1;17;"{""coordinates"": [2.3067, 48.9337], ""type"": ""Point""}";consigne;40;true;2012;30 €;0 €;https://sncf-parking-velos.iledefrance-mobilites.fr;SNCF;72303;Gennevilliers;92036;Gennevilliers;2.3067;48.9337;48.9337, 2.3067;
GRAVIGNY BALIZY;TRAM 12;614;"{""coordinates"": [2.317505, 48.68528], ""type"": ""Point""}";abri;22;true;2024;;NC;NC;SNCF;62667;Gravigny Balizy;91345;Longjumeau;2.317505;48.68528;48.68528, 2.317505;
GRETZ-ARMAINVILLIERS;RER E;1113;"{""coordinates"": [2.72848, 48.74576], ""type"": ""Point""}";abri;24;true;2023;;NC;NC;SNCF;67658;Gretz-Armainvilliers;77215;Gretz-Armainvilliers;2.72848;48.74576;48.74576, 2.72848;
GROS NOYER SAINT PRIX;TRAIN H;821;"{""coordinates"": [2.258723496, 48.99716324], ""type"": ""Point""}";abri;34;true;2023;;NC;NC;CA - Val Parisis;66063;Gros Noyer Saint-Prix;95219;Ermont;2.258723496;48.99716324;48.99716324, 2.258723496;
